unique_customer_identifier,datevalue,contract_status,contract_dd_cancels,dd_cancel_60_day,ooc_days,technology,speed,line_speed,sales_channel,crm_package_name,tenure_days
e1e81a5cc9d06bed409119e9ecef243c56315d5271a97ce36fc22149d37a0acf,2024-05-01,06 OOC,0,0,1035,FTTC,40,39.997,Unknown,Faster Fibre,1581
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-08-01,02 In Contract,0,0,-185,FTTC,65,53.183,Online - Affiliate,Fibre 65 (FTTC-OR),880
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-03-01,06 OOC,0,0,772,FTTC,40,34.992,Migrated Customer,Faster Fibre,5816
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2024-01-01,06 OOC,0,0,382,FTTC,35,39.999,Retail,Fibre 35 (FTTC-OR),2749
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-08-01,02 In Contract,0,0,-212,FTTC,65,48.99885546875,Online - Search,Fibre 65 (FTTC-OR),334
a068f22c6b859a8a67c7d763845d23ebe74206212d41367402e3255acd74ac36,2022-10-01,06 OOC,0,0,1380,FTTC,35,17.766,Unknown,Fibre 35 (FTTC-OR),3216
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2022-08-01,02 In Contract,0,0,-385,GFAST,150,74.1483359375,Online - Affiliate,Fibre 150 (GFast-OR),1432
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2024-08-01,06 OOC,0,0,1291,FTTC,40,35.0,Migrated Customer,Faster Fibre,6335
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2022-10-01,02 In Contract,0,0,-260,FTTC,65,46.77777734375,Online - Affiliate,Fibre 65 (FTTC-OR),841
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2022-12-01,02 In Contract,0,0,-449,FTTC,65,74.749875,Online - Affiliate,Fibre 65 (FTTC-OR),1248
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-01,06 OOC,0,0,105,FTTC,65,54.49883203125,Online - Affiliate,Fibre 65 (FTTC-OR),1206
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-05-01,06 OOC,0,0,1176,FTTC,40,0.0,Migrated Customer,Faster Fibre,5562
4e474ec042cda8f2df61fa599acd5bdb2cad82d460d20c875a5b3dc0c6ce7c92,2022-09-01,02 In Contract,0,0,-292,FTTC,35,39.997,Partners,Fibre 35 (FTTC-OR),254
1f91cd418d6d9f4afb9958632b7d2327ab009b2817656a79edc72f080997eb03,2023-03-01,02 In Contract,0,0,-233,FTTC,65,79.998,Partners,Fibre 65 (FTTC-OR),314
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2022-09-01,02 In Contract,0,0,-188,FTTC,35,20.479666015625,Retail,Fibre 35 (FTTC-OR),2022
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-10-01,06 OOC,0,0,986,FTTC,40,34.992,Migrated Customer,Faster Fibre,6030
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2023-10-01,02 In Contract,0,0,-597,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),3154
0f8f757ae2c733fb28a0fd99e3b762125810c0ce3b8e7f416708513b353741fe,2023-09-01,06 OOC,0,0,1200,FTTC,40,39.999,Migrated Customer,Faster Fibre,6057
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2024-03-01,05 Newly OOC,0,0,1,FTTC,65,29.555,Online - Search,Fibre 65 (FTTC-OR),547
db6306555807649ba084ad7191708c64382856ac4cd364f379530436757cab25,2022-10-01,06 OOC,0,0,351,FTTC,40,39.9585,Online - Search,Faster Fibre,898
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2023-10-01,02 In Contract,0,0,-186,FTTC,65,70.1755859375,Migrated Customer,Fibre 65 (FTTC-OR),4875
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-10-01,01 Early Contract,0,0,-709,FTTC,35,38.47066796875,Online - Affiliate,Fibre 35 (FTTC-OR),740
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-02-01,02 In Contract,0,0,-201,GFAST,150,97.2415,Online - Affiliate,Fibre 150 (GFast-OR),1616
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2023-07-01,02 In Contract,0,0,-483,FTTC,35,22.381099609375,Online - Affiliate,Fibre 35 (FTTC-OR),810
e1e81a5cc9d06bed409119e9ecef243c56315d5271a97ce36fc22149d37a0acf,2023-12-01,06 OOC,0,0,883,FTTC,40,40.0,Unknown,Faster Fibre,1429
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2023-03-01,01 Early Contract,0,0,-729,FTTC,65,79.999,Migrated Customer,Fibre 65 (FTTC-OR),5460
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2022-10-01,06 OOC,0,0,964,FTTC,40,30.828111328125,Migrated Customer,Faster Fibre,5350
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-08-01,06 OOC,0,0,925,FTTC,40,34.992,Migrated Customer,Faster Fibre,5969
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2023-09-01,06 OOC,0,0,3625,FTTC,35,31.536,Migrated Customer,Fibre 35 (FTTC-OR),5049
d34f586fd9e7d0c9163447865fe3d151340d92694d870602c8954a2c1dfb8a24,2022-08-01,02 In Contract,0,0,-249,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),480
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-09-01,02 In Contract,0,0,-529,FTTC,35,32.399,Online - Affiliate,Fibre 35 (FTTC-OR),1441
ca0287834bcfb91017d8a43edaed26498daa4ca061bf29d897073e3eb751e171,2024-03-01,02 In Contract,0,0,-514,FTTC,65,63.74,Online - Search,Fibre 65 (FTTC-OR),1248
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2024-01-01,02 In Contract,0,0,-483,FTTC,35,0.0,Retail,Fibre 35 (FTTC-OR),2471
70ffb6de9a95ee691a6d33d0bbc15461b0110d2de0ed2b6f762623fcd28f4f86,2023-08-01,02 In Contract,0,0,-489,GFAST,150,159.961421875,Online - Ambient,Fibre 150 (GFast-OR),2657
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-04-01,02 In Contract,0,0,-183,GFAST,150,159.888765625,Inbound,Fibre 150 (GFast-OR),1698
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-04-01,03 Soon to be OOC,0,0,-64,FTTC,35,40.0,Retail,Fibre 35 (FTTC-OR),2196
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2022-09-01,06 OOC,0,0,210,FTTC,40,39.9874453125,Partners,Faster Fibre,758
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2024-01-01,02 In Contract,0,0,-423,FTTC,65,79.999,Migrated Customer,Fibre 65 (FTTC-OR),5766
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-01,02 In Contract,0,0,-249,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1439
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2022-08-01,03 Soon to be OOC,0,0,-84,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),921
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-12-01,01 Early Contract,0,0,-648,FTTC,35,38.22,Online - Affiliate,Fibre 35 (FTTC-OR),801
75b1217140bb8ddc6bb3458315e10f58dcb4e7841517bb32b8bca149a1b832a6,2023-09-01,06 OOC,0,0,631,GFAST,150,129.9691015625,Online - Affiliate,Fibre 150 (GFast-OR),1178
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2022-10-01,02 In Contract,0,0,-168,FTTC,35,39.97377734375,Inbound,Fibre 35 (FTTC-OR),1150
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2024-07-01,06 OOC,0,0,1260,FTTC,40,33.2055390625,Migrated Customer,Faster Fibre,6304
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2023-01-01,01 Early Contract,0,0,-664,FTTC,35,35.1975,Online - Affiliate,Fibre 35 (FTTC-OR),629
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-09-01,02 In Contract,0,0,-154,FTTC,65,53.183,Online - Affiliate,Fibre 65 (FTTC-OR),911
98890cd1dab71729707c03ed024528f8298fd368b3de09f9ed6b1e5e5b5aac95,2022-08-01,05 Newly OOC,0,0,52,FTTC,65,0.0,Inbound,Fibre 65 (FTTC-OR),3417
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-01-01,03 Soon to be OOC,0,0,-35,FTTC,65,54.89733203125,Online - Affiliate,Fibre 65 (FTTC-OR),513
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2023-12-01,02 In Contract,0,0,-330,FTTC,35,39.73,Online - Affiliate,Fibre 35 (FTTC-OR),963
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-10-01,02 In Contract,0,0,-366,GFAST,150,159.624171875,Inbound,Fibre 150 (GFast-OR),1515
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2024-05-01,02 In Contract,0,0,-178,FTTC,35,38.523,Online - Affiliate,Fibre 35 (FTTC-OR),1115
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2023-09-01,06 OOC,0,0,260,FTTC,35,40.0,Retail,Fibre 35 (FTTC-OR),2627
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2023-06-01,02 In Contract,0,0,-637,FTTC,65,79.999,Migrated Customer,Fibre 65 (FTTC-OR),5552
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-03-01,04 Coming OOC,0,0,-17,FTTC,35,32.4,Inbound,Fibre 35 (FTTC-OR),1301
4b05b4c9a1e78ce07098dbd2547c2557cb64805b76ca321954171fd1fced6c2e,2024-06-01,02 In Contract,0,0,-138,FTTC,65,42.623,Retail,Fibre 65 (FTTC-OR),1999
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-01,02 In Contract,0,0,-433,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1255
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-11-01,04 Coming OOC,1,0,-26,GFAST,150,159.9795,Online - Search,Fibre 150 (GFast-OR),522
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-05-01,02 In Contract,0,0,-153,GFAST,150,159.898125,Inbound,Fibre 150 (GFast-OR),1728
98890cd1dab71729707c03ed024528f8298fd368b3de09f9ed6b1e5e5b5aac95,2022-12-01,06 OOC,0,0,174,FTTC,65,0.0,Inbound,Fibre 65 (FTTC-OR),3539
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-01,01 Early Contract,0,0,-482,FTTC,65,47.554,Online - Affiliate,Fibre 65 (FTTC-OR),1329
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-06-01,04 Coming OOC,0,0,-17,FTTC,65,66.999,Online - Affiliate,Fibre 65 (FTTC-OR),1084
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-01,02 In Contract,0,0,-344,FTTC,35,34.99833203125,Online - Affiliate,Fibre 35 (FTTC-OR),1105
98890cd1dab71729707c03ed024528f8298fd368b3de09f9ed6b1e5e5b5aac95,2023-03-01,06 OOC,0,0,264,FTTC,65,0.0,Inbound,Fibre 65 (FTTC-OR),3629
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2024-08-01,02 In Contract,0,0,-148,FTTC,40,39.997,Migrated Customer,Faster Fibre,6215
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-02-01,04 Coming OOC,0,0,-4,FTTC,65,54.828,Online - Affiliate,Fibre 65 (FTTC-OR),544
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2022-09-01,02 In Contract,0,0,-198,FTTC,35,33.55377734375,Inbound,Fibre 35 (FTTC-OR),1120
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-01-01,02 In Contract,0,0,-154,FTTC,35,39.99991796875,Retail,Fibre 35 (FTTC-OR),2106
40eb4c21a3ec2c02572246f560410411a95488c6f701630bbc3e37b3cc2b6564,2024-02-01,06 OOC,0,0,136,FTTC,65,79.998,Unknown,Fibre 65 (FTTC-OR),4710
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2022-10-01,02 In Contract,0,0,-362,FTTC,65,79.999,Migrated Customer,Fibre 65 (FTTC-OR),5309
c509aad6caea2efa86075c5b8c4888d77ca0f6fcd30f94a375684d654a3adce4,2023-08-01,06 OOC,0,0,383,MPF,18,0.0,Migrated Customer,Fast Broadband,5985
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-04-01,05 Newly OOC,0,0,14,FTTC,35,32.397818359375,Inbound,Fibre 35 (FTTC-OR),1332
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-06-01,02 In Contract,1,1,-361,FTTC,65,56.3842734375,Online - Affiliate,Fibre 65 (FTTC-OR),1450
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-05-01,06 OOC,0,0,833,FTTC,40,34.992,Migrated Customer,Faster Fibre,5877
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-06-01,05 Newly OOC,0,0,58,FTTC,65,79.998,Migrated Customer,Fibre 65 (FTTC-OR),5119
0f8f757ae2c733fb28a0fd99e3b762125810c0ce3b8e7f416708513b353741fe,2023-01-01,06 OOC,0,0,957,FTTC,40,39.968,Migrated Customer,Faster Fibre,5814
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2023-12-01,02 In Contract,0,0,-392,FTTC,40,39.997,Migrated Customer,Faster Fibre,5971
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2022-08-01,06 OOC,0,0,3229,FTTC,35,31.534666015625,Migrated Customer,Fibre 35 (FTTC-OR),4653
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2022-12-01,02 In Contract,0,0,-448,FTTC,35,39.026375,Online - Search,Fibre 35 (FTTC-OR),100
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2023-09-01,02 In Contract,0,0,-174,FTTC,35,21.41469921875,Online - Search,Fibre 35 (FTTC-OR),374
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2024-05-01,05 Newly OOC,0,0,62,FTTC,65,48.999,Online - Search,Fibre 65 (FTTC-OR),608
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2023-04-01,01 Early Contract,0,0,-467,FTTC,65,67.4372734375,Online - Affiliate,Fibre 65 (FTTC-OR),610
e1e81a5cc9d06bed409119e9ecef243c56315d5271a97ce36fc22149d37a0acf,2024-09-01,01 Early Contract,0,0,-682,FTTC,35,39.997,Unknown,Fibre 35 (FTTC-OR),1704
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2022-10-01,02 In Contract,0,0,-127,FTTC,65,53.268,Online - Affiliate,Fibre 65 (FTTC-OR),421
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-01-01,02 In Contract,0,0,-397,FTTC,65,56.669,Online - Affiliate,Fibre 65 (FTTC-OR),668
75b1217140bb8ddc6bb3458315e10f58dcb4e7841517bb32b8bca149a1b832a6,2023-10-01,06 OOC,0,0,661,GFAST,150,0.0,Online - Affiliate,Fibre 150 (GFast-OR),1208
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2024-06-01,06 OOC,0,0,1230,FTTC,40,35.0,Migrated Customer,Faster Fibre,6274
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2023-08-01,01 Early Contract,0,0,-658,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),3093
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-08-01,06 OOC,1,1,163,FTTC,40,51.12291796875,Partners,Faster Fibre,893
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2022-12-01,02 In Contract,0,0,-97,FTTC,35,39.069,Retail,Fibre 35 (FTTC-OR),2113
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2023-02-01,02 In Contract,0,0,-139,FTTC,65,34.999,Unknown,Fibre 65 (FTTC-OR),4220
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2024-02-01,06 OOC,0,0,330,FTTC,35,39.806,Retail,Fibre 35 (FTTC-OR),2540
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2023-08-01,06 OOC,0,0,544,FTTC,40,39.997,Partners,Faster Fibre,1092
4e474ec042cda8f2df61fa599acd5bdb2cad82d460d20c875a5b3dc0c6ce7c92,2022-10-01,02 In Contract,0,0,-262,FTTC,35,39.997,Partners,Fibre 35 (FTTC-OR),284
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2023-01-01,02 In Contract,0,0,-213,FTTC,35,21.691916015625,Inbound,Fibre 35 (FTTC-OR),3118
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2024-02-01,02 In Contract,0,0,-236,FTTC,65,27.399,Unknown,Fibre 65 (FTTC-OR),4942
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2022-10-01,01 Early Contract,0,0,-489,FTTC,65,56.669,Online - Affiliate,Fibre 65 (FTTC-OR),576
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2024-07-01,02 In Contract,0,0,-179,FTTC,40,39.997,Migrated Customer,Faster Fibre,6184
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-01-01,06 OOC,0,0,713,FTTC,40,34.992,Migrated Customer,Faster Fibre,5757
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2023-04-01,02 In Contract,0,0,-173,FTTC,65,78.5925,Partners,Fibre 65 (FTTC-OR),917
40eb4c21a3ec2c02572246f560410411a95488c6f701630bbc3e37b3cc2b6564,2023-07-01,03 Soon to be OOC,0,0,-79,FTTC,65,79.992,Unknown,Fibre 65 (FTTC-OR),4495
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2024-06-01,06 OOC,0,0,304,FTTC,35,39.781,Inbound,Fibre 35 (FTTC-OR),3635
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2023-01-01,02 In Contract,0,0,-418,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1279
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2024-09-01,04 Coming OOC,0,0,-23,FTTC,65,29.999,Unknown,Fibre 65 (FTTC-OR),5155
75b1217140bb8ddc6bb3458315e10f58dcb4e7841517bb32b8bca149a1b832a6,2022-10-01,06 OOC,0,0,296,GFAST,150,147.101,Online - Affiliate,Fibre 150 (GFast-OR),843
8f676110ebcb784b3874a951104b7118bed193ef8e2c637aac8c565ac823abef,2023-09-01,03 Soon to be OOC,0,0,-41,FTTC,65,52.82669921875,Partners,Fibre 65 (FTTC-OR),506
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2023-05-01,02 In Contract,0,0,-339,FTTC,65,72.956453125,Migrated Customer,Fibre 65 (FTTC-OR),4722
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-07-01,02 In Contract,0,0,-243,FTTC,65,12.882,Online - Search,Fibre 65 (FTTC-OR),303
09489001d45b26b33bf41cfd702fe33acac720642f3a8c2b282b08d5373781a3,2023-10-01,06 OOC,0,0,115,FTTC,65,45.098,Retail,Fibre 65 (FTTC-OR),1398
4e474ec042cda8f2df61fa599acd5bdb2cad82d460d20c875a5b3dc0c6ce7c92,2022-11-01,02 In Contract,0,0,-231,FTTC,35,39.997,Partners,Fibre 35 (FTTC-OR),315
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-03-01,01 Early Contract,0,0,-713,FTTC,35,32.399,Online - Affiliate,Fibre 35 (FTTC-OR),1257
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-03-01,02 In Contract,0,0,-365,FTTC,65,15.768,Online - Search,Fibre 65 (FTTC-OR),181
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2024-05-01,06 OOC,0,0,818,FTTC,40,39.997,Partners,Faster Fibre,1366
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-09-01,04 Coming OOC,0,0,-28,FTTC,35,34.948,Online - Affiliate,Fibre 35 (FTTC-OR),710
4b05b4c9a1e78ce07098dbd2547c2557cb64805b76ca321954171fd1fced6c2e,2022-11-01,01 Early Contract,0,0,-716,FTTC,65,42.49033203125,Retail,Fibre 65 (FTTC-OR),1421
e1e81a5cc9d06bed409119e9ecef243c56315d5271a97ce36fc22149d37a0acf,2023-04-01,06 OOC,0,0,639,FTTC,40,39.996,Unknown,Faster Fibre,1185
1f91cd418d6d9f4afb9958632b7d2327ab009b2817656a79edc72f080997eb03,2023-08-01,03 Soon to be OOC,0,0,-80,FTTC,65,79.978,Partners,Fibre 65 (FTTC-OR),467
a068f22c6b859a8a67c7d763845d23ebe74206212d41367402e3255acd74ac36,2024-01-01,06 OOC,0,0,1837,FTTC,35,15.294,Unknown,Fibre 35 (FTTC-OR),3673
09489001d45b26b33bf41cfd702fe33acac720642f3a8c2b282b08d5373781a3,2022-12-01,02 In Contract,0,0,-189,FTTC,65,40.376,Retail,Fibre 65 (FTTC-OR),1094
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2024-05-01,03 Soon to be OOC,0,0,-71,FTTC,65,72.694,Online - Affiliate,Fibre 65 (FTTC-OR),1006
df8ec98f954cca4bd90fdfe8944a4b086c3cb3d31f6f29b8b08501c4c29a334e,2022-11-01,06 OOC,0,0,142,FTTC,35,0.0,Online - Affiliate,Fibre 35 (FTTC-OR),1243
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2023-05-01,01 Early Contract,0,0,-512,FTTC,65,27.396,Unknown,Fibre 65 (FTTC-OR),4666
75b1217140bb8ddc6bb3458315e10f58dcb4e7841517bb32b8bca149a1b832a6,2023-06-01,06 OOC,0,0,539,GFAST,150,144.99578125,Online - Affiliate,Fibre 150 (GFast-OR),1086
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2023-03-01,04 Coming OOC,0,0,-7,FTTC,35,39.806,Retail,Fibre 35 (FTTC-OR),2203
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2023-10-01,06 OOC,0,0,605,FTTC,40,39.997,Partners,Faster Fibre,1153
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-02-01,02 In Contract,0,0,-123,FTTC,35,39.999,Retail,Fibre 35 (FTTC-OR),2137
40eb4c21a3ec2c02572246f560410411a95488c6f701630bbc3e37b3cc2b6564,2024-09-01,06 OOC,0,0,349,FTTC,65,79.998,Unknown,Fibre 65 (FTTC-OR),4923
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2022-09-01,06 OOC,0,0,3260,FTTC,35,28.852,Migrated Customer,Fibre 35 (FTTC-OR),4684
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-02-01,02 In Contract,0,0,-366,FTTC,65,56.669,Online - Affiliate,Fibre 65 (FTTC-OR),699
df8ec98f954cca4bd90fdfe8944a4b086c3cb3d31f6f29b8b08501c4c29a334e,2023-10-01,06 OOC,0,0,476,FTTC,35,0.0,Online - Affiliate,Fibre 35 (FTTC-OR),1577
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2022-11-01,02 In Contract,0,0,-231,FTTC,65,39.999,Unknown,Fibre 65 (FTTC-OR),4128
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-01-01,02 In Contract,0,0,-232,GFAST,150,89.99325,Online - Affiliate,Fibre 150 (GFast-OR),1585
f4c7dda5d44935343074ed8b127608a13bcef4144452fa622ce2d46463c6da7e,2024-09-01,06 OOC,0,0,653,GFAST,150,159.83190625,Online - Affiliate,Fibre 150 (GFast-OR),1509
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-11-01,02 In Contract,0,0,-335,GFAST,150,159.795625,Inbound,Fibre 150 (GFast-OR),1546
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2023-02-01,02 In Contract,0,0,-182,FTTC,35,29.675,Inbound,Fibre 35 (FTTC-OR),3149
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2024-05-01,06 OOC,0,0,1199,FTTC,40,35.0,Migrated Customer,Faster Fibre,6243
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2022-12-01,02 In Contract,0,0,-428,FTTC,65,56.669,Online - Affiliate,Fibre 65 (FTTC-OR),637
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2022-09-01,02 In Contract,0,0,-292,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),2759
df8ec98f954cca4bd90fdfe8944a4b086c3cb3d31f6f29b8b08501c4c29a334e,2023-07-01,06 OOC,0,0,384,FTTC,35,0.0,Online - Affiliate,Fibre 35 (FTTC-OR),1485
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2024-01-01,01 Early Contract,0,0,-719,FTTC,65,39.999,Unknown,Fibre 65 (FTTC-OR),4554
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2023-05-01,06 OOC,0,0,137,FTTC,35,40.0,Retail,Fibre 35 (FTTC-OR),2504
c509aad6caea2efa86075c5b8c4888d77ca0f6fcd30f94a375684d654a3adce4,2024-06-01,02 In Contract,0,0,-442,MPF,18,0.0,Migrated Customer,Fast Broadband,6290
